index,moisture_1,humidity_1,temperature_1
2409,64,60,23.2
2410,64,68,23.5
2411,64,62,23.6
2412,64,70,23.9
2413,64,61,24.2
2414,64,69,24.7
2415,64,60,27.5
2416,64,58,28.3
2417,64,87,28.7
2418,64,84,29.6
2419,64,84,30.2
2420,63,85,30.1
2421,63,84,30.8
2422,64,83,30.9
2423,64,81,30.8
2424,64,74,32.1
2425,64,73,32.2
2426,64,71,33.0
2427,63,58,33.4
2428,63,59,30.8
2429,63,58,31.9
2430,67,56,33.2
2431,67,55,34.1
2432,66,55,34.0
2433,65,52,35.3
2434,65,51,34.8
2435,65,52,34.6
2436,64,53,35.1
2437,64,53,35.4
2438,64,55,34.5
2439,64,57,34.3
2440,64,55,36.1
2441,64,55,35.4
2442,64,52,36.6
2443,64,54,34.2
2444,64,53,36.0
2445,64,54,36.2
2446,64,60,34.4
2447,64,58,35.7
2448,64,60,35.4
2449,64,61,34.7
2450,64,64,34.6
2451,64,63,34.9
2452,65,62,35.2
2453,64,64,34.7
2454,64,60,36.1
2455,64,59,36.2
2456,64,61,35.6
2457,64,62,35.3
2458,64,61,34.7
2459,64,64,33.7
2460,64,60,35.0
2461,65,58,35.6
2462,65,58,34.9
2463,66,58,36.7
2464,65,60,36.6
2465,65,62,36.4
2466,66,64,36.0
2467,66,69,34.6
2468,66,71,34.7
2469,66,75,33.0
2470,66,74,32.1
2471,66,68,33.8
2472,66,66,33.6
2473,66,66,33.7
2474,66,70,34.1
2475,66,69,32.8
2476,66,63,33.8
2477,66,63,34.2
2478,65,63,33.6
2479,65,65,33.8
2480,65,67,31.7
2481,65,68,32.0
2482,65,70,32.6
2483,65,67,32.7
2484,64,64,33.3
2485,64,62,32.7
2486,64,61,32.7
2487,64,57,33.1
2488,64,56,33.1
2489,64,56,32.9
2490,64,54,32.2
2491,65,54,32.7
2492,65,56,32.7
2493,65,57,33.1
2494,65,56,32.2
2495,65,59,32.1
2496,64,61,32.0
2497,64,60,32.5
2498,64,61,32.4
2499,64,58,32.7
2500,64,61,31.8
2501,64,60,32.3
2502,64,60,32.5
2503,64,58,32.0
2504,63,58,31.4
2505,63,59,32.2
2506,63,60,31.9
2507,63,59,32.1
2508,64,59,31.4
2509,63,60,30.9
2510,63,61,30.7
2511,64,60,30.6
2512,63,58,30.5
2513,63,59,29.9
2514,63,60,30.3
2515,63,60,30.2
2516,64,60,30.5
2517,64,64,29.6
2518,64,69,28.9
2519,64,68,28.7
2520,64,72,28.5
2521,64,72,28.4
2522,64,71,28.4
2523,64,71,28.4
2524,64,74,28.4
2525,64,73,28.4
2526,64,73,28.2
2527,64,72,28.2
2528,64,69,28.4
2529,64,71,28.5
2530,64,72,28.2
2531,64,75,28.0
2532,64,85,27.7
2533,64,61,27.3
2534,64,59,27.0
2535,64,59,26.9
2536,64,54,26.7
2537,65,49,26.5
2538,65,55,26.2
2539,65,61,26.2
2540,65,62,26.1
2541,64,60,25.9
2542,65,63,25.9
2543,65,58,25.8
2544,65,58,25.7
2545,65,67,25.6
2546,65,69,25.6
2547,65,57,25.6
2548,65,68,25.5
2549,65,55,25.5
2550,65,65,25.3
2551,65,56,25.0
2552,65,65,25.3
2553,65,55,25.3
2554,65,58,25.4
2555,65,67,25.4
2556,65,59,25.4
2557,65,65,25.2
2558,65,68,25.3
2559,64,67,25.1
2560,65,66,25.0
2561,65,62,25.2
2562,64,63,25.0
2563,65,61,25.0
2564,65,62,24.9
2565,65,59,24.9
2566,65,67,24.7
2567,65,65,24.9
2568,65,59,25.0
2569,65,63,24.7
2570,65,61,24.8
2571,65,69,24.6
2572,65,56,24.6
2573,65,66,24.5
2574,65,58,24.4
2575,65,61,24.6
2576,65,58,24.4
2577,65,62,24.3
2578,65,69,24.3
2579,65,57,24.2
2580,65,63,24.1
2581,65,67,24.2
2582,65,69,24.3
2583,65,65,24.2
2584,65,55,24.1
2585,65,64,24.2
2586,65,69,24.0
2587,65,70,23.9
2588,65,61,24.2
2589,64,58,24.1
2590,65,58,24.0
2591,64,66,24.1
2592,64,58,24.2
2593,64,53,24.2
2594,64,55,24.2
2595,64,48,24.2
2596,64,57,24.2
2597,64,88,24.0
2598,64,86,24.3
2599,64,87,23.9
2600,64,90,24.1
2601,64,55,24.2
2602,64,60,24.1
2603,64,62,24.1
2604,64,69,23.7
2605,65,56,23.6
2606,65,68,23.5
2607,65,59,23.5
2608,65,68,23.5
2609,65,60,23.3
2610,66,58,23.3
2611,66,61,23.3
2612,66,68,23.3
2613,66,61,23.3
2614,66,60,23.3
2615,65,61,23.5
2616,65,55,23.4
2617,65,65,23.2
2618,65,64,23.2
2619,65,62,23.2
2620,65,60,23.4
2621,65,61,23.3
2622,65,58,23.4
2623,65,69,23.2
2624,65,60,23.2
2625,65,67,23.1
2626,65,65,23.1
2627,65,68,23.0
2628,65,67,23.0
2629,65,60,22.9
2630,65,65,23.0
2631,65,58,23.0
2632,65,58,23.1
2633,65,63,23.0
2634,65,66,22.9
2635,65,55,23.2
2636,65,67,23.2
2637,65,58,23.2
2638,65,63,22.9
2639,65,67,23.0
2640,65,65,22.6
2641,65,66,22.6
2642,65,56,22.6
2643,64,64,22.7
2644,64,65,22.5
2645,65,55,22.5
2646,65,68,22.7
2647,65,57,22.7
2648,64,66,22.7
2649,65,68,22.9
2650,65,62,22.6
2651,65,66,22.5
2652,65,69,22.3
2653,65,70,22.4
2654,65,67,22.4
2655,65,66,22.4
2656,65,55,22.2
2657,65,69,22.3
2658,65,69,22.1
2659,65,58,22.1
2660,65,60,22.6
2661,65,56,22.4
2662,65,60,22.4
2663,65,68,22.2
2664,65,56,22.4
2665,65,70,22.4
2666,65,67,22.4
2667,65,58,22.3
2668,65,55,22.1
2669,65,61,22.2
2670,65,62,21.9
2671,65,55,21.8
2672,65,60,21.8
2673,65,60,22.0
2674,65,69,22.2
2675,65,61,22.1
2676,65,61,22.0
2677,65,61,22.0
2678,65,56,21.9
2679,65,62,21.8
2680,65,70,21.7
2681,65,62,21.7
2682,65,60,21.7
2683,65,56,21.7
2684,65,64,21.6
2685,65,61,21.4
2686,65,56,21.4
2687,65,68,21.7
2688,65,69,21.6
2689,65,66,21.8
2690,65,63,22.2
2691,65,60,22.4
2692,65,56,22.5
2693,65,61,22.4
2694,65,59,22.6
2695,64,62,23.0
2696,64,66,23.2
2697,64,66,23.3
2698,64,60,23.6
2699,64,65,23.9
2700,64,66,24.2
2701,64,62,26.3
2702,64,53,27.9
2703,64,53,28.4
2704,64,60,29.2
2705,64,89,29.1
2706,64,86,29.3
2707,64,82,30.9
2708,64,79,30.2
2709,64,70,30.1
2710,64,70,30.2
2711,64,66,30.7
2712,63,64,31.6
2713,63,63,32.1
2714,63,61,31.8
2715,63,62,29.9
2716,63,59,32.3
2717,63,57,33.5
2718,63,55,33.0
2719,63,58,33.1
2720,63,59,32.9
2721,63,57,33.3
2722,63,63,25.9
2723,63,63,25.9
2724,63,63,25.9
2725,63,63,25.9
2726,63,63,25.9
2727,63,63,25.9
2728,63,63,25.9
2729,63,63,25.9
2730,63,63,25.9
2731,63,63,25.9
2732,63,63,25.9
2733,63,63,25.9
2734,63,63,25.9
2735,63,63,25.9
2736,63,63,25.9
2737,63,63,25.9
2738,63,63,25.9
2739,63,63,25.9
2740,63,63,25.9
2741,63,63,25.9
2742,63,63,25.9
2743,63,63,25.9
2744,63,63,25.9
2745,63,63,25.9
2746,63,63,25.9
2747,63,63,25.9
2748,63,63,25.9
2749,63,63,25.9
2750,63,63,25.9
2751,63,63,25.9
2752,63,63,25.9
2753,63,63,25.9
2754,63,63,25.9
2755,63,63,25.9
2756,63,63,25.9
2757,63,63,25.9
2758,63,63,25.9
2759,63,63,25.9
2760,63,63,25.9
2761,63,63,25.9
2762,63,63,25.9
2763,63,63,25.9
2764,63,63,25.9
2765,62,63,25.9
2766,62,63,25.9
2767,62,63,25.9
2768,62,63,25.9
2769,62,63,25.9
2770,62,63,25.9
2771,62,63,25.9
2772,62,63,25.9
2773,62,63,25.9
2774,62,63,25.9
2775,62,63,25.9
2776,62,63,25.9
2777,62,63,25.9
2778,62,63,25.9
2779,64,63,25.9
2780,65,76,33.8
2781,64,78,32.8
2782,64,84,31.2
2783,63,83,32.0
2784,63,83,32.3
2785,63,82,32.4
2786,63,80,33.4
2787,63,90,31.2
2788,64,89,31.4
2789,64,86,31.5
2790,63,88,31.3
2791,63,88,31.9
2792,63,86,31.7
2793,63,90,30.9
2794,63,89,30.3
2795,63,89,31.0
2796,63,89,30.8
2797,64,86,30.7
2798,64,57,30.1
2799,64,61,28.7
2800,64,63,28.2
2801,64,54,27.5
2802,64,59,27.5
2803,64,57,27.1
2804,64,55,27.2
2805,64,66,26.8
2806,64,55,26.7
2807,64,58,26.6
2808,64,57,26.5
2809,64,65,26.4
2810,64,56,26.4
2811,64,57,26.4
2812,64,62,26.1
2813,64,66,26.0
2814,64,68,25.9
2815,64,66,25.7
2816,64,70,25.7
2817,64,60,25.6
2818,64,61,25.4
2819,64,61,25.4
2820,64,67,25.3
2821,64,68,25.2
2822,64,56,25.3
2823,64,59,25.0
2824,64,60,25.1
2825,64,64,25.0
2826,64,65,24.9
2827,64,58,24.8
2828,64,67,24.7
2829,64,67,24.6
2830,64,70,24.3
2831,64,57,24.6
2832,64,63,24.5
2833,65,56,24.6
2834,65,60,24.5
2835,64,63,24.7
2836,64,58,24.7
2837,64,58,24.6
2838,64,56,24.5
2839,65,56,24.5
2840,64,58,24.4
2841,64,60,24.4
2842,64,55,24.4
2843,64,58,24.5
2844,64,59,24.6
2845,64,59,24.6
2846,64,58,24.4
2847,64,58,24.4
2848,64,62,24.7
2849,64,68,24.4
2850,64,59,24.2
2851,64,61,24.2
2852,64,65,24.2
2853,65,55,24.1
2854,64,62,24.1
2855,64,68,24.1
2856,65,67,24.2
2857,64,67,24.2
2858,65,68,24.3
2859,64,57,24.2
2860,65,69,24.1
2861,64,63,23.9
2862,65,68,24.1
2863,64,59,23.9
2864,64,68,23.7
2865,64,57,23.8
2866,64,69,23.7
2867,64,63,23.8
2868,64,63,23.8
2869,64,64,23.8
2870,64,57,23.7
2871,64,68,23.6
2872,64,59,23.8
2873,64,68,23.7
2874,64,70,23.7
2875,64,62,23.6
2876,64,59,23.5
2877,64,68,23.6
2878,64,69,23.4
2879,64,68,23.4
2880,65,57,23.6
2881,65,56,23.5
2882,65,69,23.5
2883,65,55,23.8
2884,65,66,23.8
2885,65,57,23.8
2886,65,67,23.9
2887,65,68,23.9
2888,66,65,23.9
2889,66,57,23.8
2890,65,60,23.8
2891,65,58,23.8
2892,65,65,23.8
2893,65,55,24.0
2894,65,59,23.7
2895,65,63,23.9
2896,65,66,23.7
2897,65,65,23.9
2898,65,65,23.9
2899,65,69,23.8
2900,65,69,23.8
2901,65,58,23.8
2902,66,69,23.9
2903,66,62,23.6
2904,66,66,23.6
2905,66,64,23.7
2906,66,57,23.5
2907,66,65,23.5
2908,66,57,23.5
2909,66,68,23.6
2910,65,56,23.5
2911,65,57,23.4
2912,65,55,23.5
2913,65,60,23.5
2914,65,55,23.4
2915,65,61,23.3
2916,65,69,23.3
2917,65,63,23.3
2918,65,58,23.4
2919,65,58,23.3
2920,65,63,23.3
2921,65,60,23.2
2922,65,62,23.3
2923,65,66,23.3
2924,65,67,23.3
2925,65,61,23.1
2926,65,64,23.2
2927,65,66,23.1
2928,65,59,23.1
2929,65,63,23.0
2930,65,57,22.9
2931,65,69,23.0
2932,65,65,23.0
2933,65,58,23.0
2934,65,68,22.8
2935,65,61,23.0
2936,65,62,23.0
2937,65,61,23.0
2938,65,63,22.9
2939,65,66,22.9
2940,65,66,22.8
2941,65,61,22.8
2942,65,69,22.7
2943,65,67,22.7
2944,65,64,22.5
2945,65,61,22.2
2946,65,63,22.1
2947,65,67,22.2
2948,65,59,22.2
2949,65,60,22.1
2950,65,58,22.3
2951,65,68,22.5
2952,65,65,22.5
2953,65,69,22.3
2954,65,65,22.2
2955,65,58,22.5
2956,65,56,22.4
2957,65,62,22.2
2958,65,69,22.1
2959,65,65,22.2
2960,65,66,22.2
2961,65,65,22.3
2962,65,60,22.0
2963,65,63,22.1
2964,65,65,22.0
2965,65,67,22.1
2966,65,63,22.1
2967,65,70,22.2
2968,65,55,22.3
2969,65,60,22.4
2970,65,67,22.5
2971,65,61,22.5
2972,65,67,22.8
2973,65,67,22.7
2974,65,62,23.0
2975,65,57,23.1
2976,65,55,23.3
2977,65,70,23.5
2978,65,64,23.6
2979,65,57,23.9
2980,65,56,23.9
2981,65,69,24.2
2982,65,69,25.2
2983,65,62,26.3
2984,65,67,27.2
2985,65,61,27.8
2986,65,65,27.9
2987,65,62,27.5
2988,65,66,28.7
2989,65,63,28.9
2990,65,62,29.2
2991,65,66,29.8
2992,65,67,29.9
2993,65,67,30.7
2994,65,62,31.2
2995,65,68,31.1
2996,65,61,29.1
2997,65,61,30.0
2998,64,70,30.2
2999,64,68,30.4
3000,65,65,31.2
3001,65,66,30.6
3002,65,58,31.6
3003,65,51,31.9
3004,65,52,33.2
3005,65,57,32.9
3006,65,61,32.1
3007,65,56,31.5
3008,66,90,32.9
3009,66,51,33.3
3010,66,87,33.9
3011,66,57,32.1
3012,66,84,33.6
3013,66,87,33.1
3014,66,84,34.0
3015,66,85,34.2
3016,66,82,34.8
3017,66,79,34.4
3018,66,78,34.5
3019,66,82,33.5
3020,65,81,34.9
3021,65,76,34.7
3022,65,72,35.7
3023,65,70,36.2
3024,65,67,35.2
3025,65,68,36.7
3026,65,66,35.7
3027,65,59,35.0
3028,64,65,35.2
3029,64,57,35.7
3030,64,59,34.1
3031,64,61,35.3
3032,64,61,34.2
3033,64,63,34.4
3034,64,62,34.8
3035,64,59,34.7
3036,64,69,35.2
3037,64,78,33.1
3038,64,63,25.9
3039,64,63,25.9
3040,64,63,25.9
3041,64,63,25.9
3042,64,63,25.9
3043,64,63,25.9
3044,64,63,25.9
3045,64,63,25.9
3046,64,63,25.9
3047,64,63,25.9
3048,64,63,25.9
3049,64,63,25.9
3050,63,63,25.9
3051,64,63,25.9
3052,64,63,25.9
3053,63,63,25.9
3054,63,63,25.9
3055,63,63,25.9
3056,63,63,25.9
3057,63,63,25.9
3058,63,63,25.9
3059,63,63,25.9
3060,63,63,25.9
3061,63,63,25.9
3062,63,63,25.9
3063,63,63,25.9
3064,63,63,25.9
3065,63,63,25.9
3066,63,63,25.9
3067,63,63,25.9
3068,63,63,25.9
3069,63,63,25.9
3070,63,63,25.9
3071,63,86,33.4
3072,63,86,32.9
3073,63,87,33.0
3074,63,51,32.8
3075,63,55,31.7
3076,63,51,32.0
3077,63,55,31.7
3078,62,57,31.7
3079,63,59,31.7
3080,63,66,29.9
3081,63,62,29.9
3082,63,66,29.4
3083,63,56,29.5
3084,63,58,29.4
3085,63,59,28.2
3086,63,63,27.5
3087,63,59,27.7
3088,63,60,27.8
3089,63,57,27.3
3090,63,59,26.9
3091,63,56,26.7
3092,63,66,26.7
3093,63,63,26.2
3094,63,60,26.2
3095,63,63,26.5
3096,63,59,26.4
3097,63,56,26.0
3098,63,60,25.9
3099,63,65,25.9
3100,63,61,25.7
3101,63,65,25.6
3102,63,62,25.4
3103,63,67,25.3
3104,63,56,25.2
3105,63,70,25.1
3106,63,58,25.0
3107,63,56,24.9
3108,63,59,24.9
3109,64,59,24.9
3110,64,56,24.8
3111,63,66,24.7
3112,63,64,24.7
3113,63,67,24.6
3114,63,58,24.5
3115,64,58,24.6
3116,63,64,24.6
3117,63,66,24.7
3118,63,67,24.5
3119,63,68,24.5
3120,63,67,24.3
3121,64,64,24.2
3122,63,55,24.3
3123,63,65,24.4
3124,63,69,24.3
3125,64,66,24.1
3126,64,67,24.2
3127,64,62,24.0
3128,64,62,24.0
3129,64,56,23.9
3130,64,65,24.0
3131,64,55,23.9
3132,64,60,23.9
3133,63,59,24.0
3134,63,60,24.0
3135,63,60,24.0
3136,63,61,24.0
3137,63,69,24.0
3138,64,57,24.0
3139,64,61,23.9
3140,64,64,23.8
3141,64,63,23.9
3142,64,57,23.9
3143,64,62,24.0
3144,63,57,23.8
3145,63,63,23.8
3146,63,64,23.9
3147,64,55,23.9
3148,63,64,24.0
3149,64,57,23.8
3150,63,62,23.7
3151,64,58,23.5
3152,63,60,23.7
3153,63,60,23.7
3154,63,63,23.7
3155,63,63,23.8
3156,63,67,23.7
3157,64,56,23.7
3158,64,62,23.7
3159,64,65,23.6
3160,64,60,23.7
3161,64,63,23.7
3162,64,64,23.5
3163,64,69,23.3
3164,64,62,23.4
3165,64,55,23.5
3166,64,64,23.4
3167,64,64,23.3
3168,64,62,23.4
3169,64,56,23.3
3170,64,66,23.4
3171,64,64,23.4
3172,64,55,23.2
3173,64,70,23.2
3174,64,57,23.4
3175,64,62,23.3
3176,64,65,23.3
3177,64,63,23.3
3178,64,69,23.3
3179,64,68,23.4
3180,64,56,23.3
3181,64,68,23.2
3182,64,66,23.0
3183,64,68,23.0
3184,64,59,23.3
3185,64,56,23.1
3186,64,66,23.0
3187,64,63,22.9
3188,64,69,22.9
3189,64,64,22.9
3190,64,64,22.8
3191,65,61,22.5
3192,65,66,22.5
3193,65,61,22.3
3194,65,68,22.2
3195,64,55,22.2
3196,64,65,22.1
3197,64,59,22.3
3198,64,55,21.9
3199,65,62,21.8
3200,64,58,21.9
3201,65,55,21.9
3202,65,63,21.8
3203,65,65,21.7
3204,65,55,21.7
3205,65,69,22.1
3206,65,56,22.0
3207,64,67,21.9
3208,64,63,22.2
3209,64,55,22.1
3210,64,63,21.9
3211,64,65,21.8
3212,64,64,21.9
3213,64,58,21.4
3214,64,60,21.2
3215,64,58,21.3
3216,64,59,21.4
3217,64,67,21.5
3218,64,62,21.3
3219,64,62,21.2
3220,64,60,21.1
3221,65,60,21.4
3222,64,60,21.3
3223,65,57,21.4
3224,64,68,21.3
3225,64,63,21.2
3226,65,65,21.1
3227,65,59,21.2
3228,65,63,21.0
3229,65,61,21.2
3230,64,62,21.4
3231,65,58,21.0
3232,64,64,21.0
3233,64,58,21.6
3234,64,64,21.3
3235,65,68,21.1
3236,64,66,21.0
3237,64,56,21.3
3238,65,65,21.3
3239,64,67,21.0
3240,64,61,21.0
3241,64,61,21.2
3242,64,56,21.2
3243,64,56,21.3
3244,64,64,21.1
3245,64,65,21.0
3246,64,62,21.0
3247,65,65,20.9
3248,64,66,20.9
3249,64,69,21.1
3250,64,62,21.4
3251,64,66,21.5
3252,64,57,21.6
3253,64,66,21.6
3254,64,57,21.3
3255,64,68,21.6
3256,64,69,21.7
3257,64,68,21.9
3258,64,59,21.9
3259,64,66,21.9
3260,64,56,22.2
3261,64,64,22.3
3262,64,69,22.4
3263,64,63,22.8
3264,64,57,23.1
3265,64,59,23.3
3266,64,58,23.6
3267,64,63,23.7
3268,64,59,24.0
3269,63,59,25.4
3270,63,68,26.6
3271,63,69,27.0
3272,63,56,27.2
3273,63,59,28.3
3274,63,65,28.4
3275,63,67,28.4
3276,63,69,28.9
3277,63,57,29.3
3278,63,66,29.6
3279,63,69,29.1
3280,63,66,28.1
3281,63,65,29.5
3282,63,57,29.1
3283,63,55,28.5
3284,63,61,28.8
3285,62,57,28.0
3286,62,69,29.4
3287,62,63,30.3
3288,62,66,31.2
3289,62,59,31.2
3290,63,65,31.3
3291,62,58,31.9
3292,63,66,32.3
3293,63,67,33.2
3294,62,68,31.5
3295,63,65,32.5
3296,63,59,31.2
3297,62,60,30.3
3298,62,62,30.6
3299,62,59,32.1
3300,63,59,32.0
3301,62,66,32.0
3302,62,59,31.9
3303,62,66,31.1
3304,63,55,32.4
3305,62,51,32.4
3306,62,57,33.6
3307,62,57,31.5
3308,62,60,32.8
3309,62,63,32.1
3310,62,61,31.5
3311,62,55,32.0
3312,62,66,32.3
3313,62,66,32.1
3314,62,68,31.5
3315,62,60,31.0
3316,62,69,30.0
3317,62,68,31.0
3318,62,55,30.7
3319,62,70,30.5
3320,62,57,30.3
3321,62,67,30.7
3322,62,62,30.0
3323,62,60,29.7
3324,62,59,29.0
3325,62,66,29.5
3326,62,68,30.4
3327,62,59,31.0
3328,62,64,30.8
3329,62,69,31.4
3330,62,65,32.6
3331,62,57,32.2
3332,61,57,29.8
3333,61,59,32.3
3334,61,59,31.7
3335,61,56,32.6
3336,61,54,32.8
3337,62,58,31.0
3338,61,57,31.3
3339,61,68,31.8
3340,61,62,31.0
3341,61,68,30.5
3342,61,69,30.1
3343,61,64,31.4
3344,61,60,30.1
3345,61,63,31.0
3346,61,58,32.2
3347,61,57,32.2
3348,61,54,32.7
3349,61,54,33.2
3350,61,64,32.2
3351,61,68,32.9
3352,61,55,33.7
3353,61,54,32.2
3354,61,60,33.2
3355,61,62,31.4
3356,61,56,31.9
3357,61,63,30.1
3358,64,57,29.1
3359,64,56,31.1
3360,64,61,32.1
3361,64,62,30.6
3362,64,67,30.4
3363,63,55,29.8
3364,63,58,30.4
3365,64,65,30.1
3366,64,57,29.5
3367,63,70,28.8
3368,64,65,29.4
3369,64,64,28.9
3370,64,68,26.8
3371,64,64,26.5
3372,64,67,27.0
3373,64,58,27.0
3374,64,60,26.6
3375,64,64,26.6
3376,64,61,26.3
3377,64,63,26.4
3378,64,60,26.3
3379,64,68,26.0
3380,64,66,26.0
3381,64,66,25.9
3382,64,56,25.6
3383,64,64,25.5
3384,64,68,25.5
3385,64,60,25.4
3386,64,60,25.4
3387,64,68,25.1
3388,64,63,25.3
3389,64,57,25.2
3390,64,63,25.0
3391,64,61,24.9
3392,64,61,24.8
3393,64,60,24.6
3394,64,58,24.4
3395,64,57,24.4
3396,64,55,24.4
3397,64,58,24.4
3398,64,64,24.3
3399,64,69,24.4
3400,64,62,24.4
3401,64,66,24.3
3402,64,55,24.3
3403,64,67,24.3
3404,64,66,24.3
3405,64,55,24.2
3406,64,63,24.0
3407,64,66,24.1
3408,64,69,24.1
3409,64,58,23.9
3410,64,65,23.9
3411,64,57,24.1
3412,64,67,24.0
3413,64,58,23.8
3414,64,67,23.9
3415,64,63,23.8
3416,64,60,23.7
3417,64,59,23.5
3418,64,58,23.5
3419,64,56,23.7
3420,64,67,23.7
3421,64,64,23.7
3422,64,60,23.7
3423,64,61,23.7
3424,64,69,23.5
3425,64,60,23.7
3426,64,60,23.6
3427,64,57,23.5
3428,64,60,23.4
3429,64,66,23.3
3430,64,56,23.3
3431,64,62,23.3
3432,65,62,23.3
3433,64,59,23.6
3434,64,66,23.4
3435,64,58,23.7
3436,64,65,23.7
3437,64,57,23.2
3438,64,61,23.2
3439,64,65,23.3
3440,64,64,23.2
3441,64,58,23.1
3442,64,57,23.0
3443,64,69,23.0
3444,64,63,22.7
3445,64,68,22.7
3446,64,68,23.1
3447,64,64,23.0
3448,64,64,22.5
3449,64,69,22.6
3450,64,63,22.6
3451,64,64,22.7
3452,64,58,22.6
3453,64,62,22.5
3454,64,63,22.3
3455,64,66,22.2
3456,64,65,22.2
3457,64,67,22.2
3458,64,57,22.5
3459,64,64,22.3
3460,64,62,22.1
3461,64,68,22.3
3462,65,66,22.4
3463,64,58,22.2
3464,64,69,22.2
3465,64,69,22.4
3466,64,60,22.2
3467,64,67,22.4
3468,64,67,22.3
3469,64,59,22.4
3470,64,59,22.5
3471,65,57,22.3
3472,64,61,22.3
3473,64,59,22.2
3474,64,59,22.0
3475,64,65,22.1
3476,64,56,22.1
3477,64,64,22.1
3478,64,63,22.0
3479,64,59,21.9
3480,64,66,21.9
3481,64,65,22.0
3482,64,57,21.9
3483,64,57,21.8
3484,64,68,21.7
3485,64,60,21.8
3486,64,66,21.7
3487,65,63,21.9
3488,64,64,22.0
3489,64,68,22.3
3490,64,64,22.2
3491,64,57,22.1
3492,64,68,22.0
3493,64,67,22.1
3494,64,56,22.1
3495,64,67,22.0
3496,64,55,22.0
3497,64,67,22.1
3498,64,66,22.0
3499,64,64,22.0
3500,64,66,21.7
3501,64,60,21.6
3502,65,70,21.7
3503,64,66,21.6
3504,64,66,21.7
3505,64,60,21.5
3506,64,68,21.4
3507,64,69,21.3
3508,64,70,21.4
3509,64,64,21.5
3510,64,58,21.5
3511,64,57,21.5
3512,64,60,21.3
3513,65,69,21.6
3514,64,66,21.5
3515,64,67,21.2
3516,64,59,21.5
3517,64,57,21.3
3518,65,66,21.2
3519,64,63,21.4
3520,64,62,21.5
3521,64,58,21.3
3522,64,69,21.3
3523,64,62,21.2
3524,65,65,21.3
3525,64,63,21.6
3526,64,60,21.5
3527,65,66,21.6
3528,64,69,21.6
3529,64,67,21.4
3530,64,55,21.4
3531,64,59,21.4
3532,64,55,21.6
3533,64,69,21.5
3534,64,65,21.6
3535,64,62,21.8
3536,64,61,22.0
3537,64,67,21.9
3538,65,63,22.0
3539,64,66,22.0
3540,64,61,22.2
3541,64,63,22.2
3542,64,59,22.3
3543,64,65,22.4
3544,64,68,22.4
3545,65,64,22.4
3546,64,56,22.5
3547,64,59,22.7
3548,64,64,22.8
3549,64,57,22.9
3550,64,58,23.0
3551,64,66,23.2
3552,64,58,23.4
3553,64,66,23.5
3554,65,59,23.8
3555,64,65,24.9
3556,64,65,25.3
3557,64,69,26.0
3558,64,67,25.6
3559,64,61,25.0
3560,64,63,24.8
3561,65,55,25.9
3562,64,61,26.6
3563,64,69,26.6
3564,64,60,28.7
3565,64,68,29.2
3566,64,69,29.4
3567,65,67,30.2
3568,64,64,30.6
3569,64,59,28.6
3570,64,56,28.9
3571,64,67,28.1
3572,64,69,29.5
3573,65,57,30.4
3574,65,69,30.1
3575,65,64,30.2
3576,65,59,30.1
3577,65,59,30.9
3578,64,56,30.8
3579,64,56,30.8
